agency,dataset,official_source_page,url,local_path,status,size,sha256,seasonal_adjustment_status,error
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1909c.txt,copied-from-repo-official-cache,38995,24f17958b50e48916aae2e91682fac06ea42f254fedc59c6d36224aaddc79d60,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1910c.txt,copied-from-repo-official-cache,39266,a59e92c830700fe3fa27b35c946987ab5ecbf5a0024f248d1016ebe06cef0999,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1911c.txt,copied-from-repo-official-cache,38786,de320b32466990853d24ec44b75f8f55bbaf2292fb7c5511d5392b250d2e10c4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma1912c.txt,copied-from-repo-official-cache,38690,27400cc49f8adb3af8ea6e8e1e6a47a9e7b5689deec5390bdab58173438f7174,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2001c.txt,copied-from-repo-official-cache,38598,57cadc3e2388b2f37a493f6b776d806ca0018999bac138daace95e9110d9c37b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2002c.txt,copied-from-repo-official-cache,38557,18c5f479d7c872b1d9ecfc3ce720ad175ad99992dc730a8039cc213c60325199,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2003c.txt,copied-from-repo-official-cache,38843,d9c8372d26e041537647d77823972c4ebb54d1efc4a795068cc501cd8ce98b03,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2004c.txt,copied-from-repo-official-cache,38431,a70765c081bea3f534d5ec19bad7ab1dfa04990ea76aa6b6e95cb495fe9673df,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2005c.txt,copied-from-repo-official-cache,38880,f00c9c5f0e9fe2b099509c0df36d342c8d3554c4209c94df2375bcf10e3c1ab9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2006c.txt,copied-from-repo-official-cache,39243,51a0270bf52179f38ff65dd8eb628ea28aa6371d207fb3f3cdb2d9a853468d8b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2007c.txt,copied-from-repo-official-cache,39512,53cd17c8985eb315b75ff6fb398140e53fdfb9f3d8690ef8ab621d348d8a377e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2008c.txt,copied-from-repo-official-cache,39332,a557ee7a8bc1dd719b88e4787e365ee0d23c0dbfe38c2ec79cbb4d81dd038e99,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2009c.txt,copied-from-repo-official-cache,39363,ac5e4a126c64f83198976cc57d5256e65448c1d82cec72dbf832b0b65d8de1fe,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2010c.txt,copied-from-repo-official-cache,39415,19df2e9a555d920bea97f495655c9e576ad0a552aa6c1ece41853c6a61771e7b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2011c.txt,copied-from-repo-official-cache,38993,e030ea5218f1c39bee36db84b6a4757444571d81986d540ce84d7236024a7ddb,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2012c.txt,copied-from-repo-official-cache,39117,ed7eba45e2e7912700e80c70eb1e97b56102d8ffdb5d87ef64cf16d056c8d5a8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2101c.txt,copied-from-repo-official-cache,38758,0aeb57c39d9b74a9ed27e4a317f342a7903869218f123120315be759ceec43ac,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2102c.txt,copied-from-repo-official-cache,38860,00c8bd2ef5e9530b6802a3eb31b2f74b565630a3dd73a4df787d97337b8d6e63,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2103c.txt,copied-from-repo-official-cache,39761,1606bcf490a1c6eed292ddc91e4549e9ac44b1351b37e4359e7826b5a05df2c5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2104c.txt,copied-from-repo-official-cache,39551,b269c742e87890dc293efa6f0f9d31423c00e82a3e3fcb9e18e485dc339d6c89,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2105c.txt,copied-from-repo-official-cache,39353,d81e8799edcf271e7d70d2c5d91ff85273362d5ce9071dc5cc0074d423babb99,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2106c.txt,copied-from-repo-official-cache,39642,85d816e496bc78c68b155b88684413b90caa784afcdf237924777582e7d94335,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2107c.txt,copied-from-repo-official-cache,39242,9d46b355d18d050bc671e9aa395b82bec3d80500592cd8c27ee05f2bb8360b15,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2108c.txt,copied-from-repo-official-cache,39430,6c46461f1f89c69596bc36037c233a07438f3cc2f07e16f2b20ab9790187b01d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2109c.txt,copied-from-repo-official-cache,39346,5888ca1c629a50a84d8b5c8558b1584aeae15ef229dd9d474cb80b53c7c26345,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2110c.txt,copied-from-repo-official-cache,39288,1ec519445179bfda7e943da6b288bfae4a47ef635b553e9c4282cf830d09ec95,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2111c.txt,copied-from-repo-official-cache,39172,fc29e45e562dda974efc1f7aa5e0769d3abc0abdcaaba780704544585f89ae19,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2112c.txt,copied-from-repo-official-cache,39392,089b6c8fdf93f8f0c56dfb0a8111b4396356b3cb2f297237856813052f958858,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2201c.txt,copied-from-repo-official-cache,41268,e72aa81e40ebc297d0f4d1684b4f24cbebc6d9ceb3bbc59a68aefc3c521ed291,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2202c.txt,copied-from-repo-official-cache,41222,f0e4fe5d8c7d290ce609131bd1d0950d587e2ed32d00c32b9bd119cb9c7e9991,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2203c.txt,copied-from-repo-official-cache,41983,488f07fffc6e4cfa0a4a48b0be107c5d872395a00ce722d92b97f0f39e4fdf3f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2204c.txt,copied-from-repo-official-cache,41905,e3bf57b162e9366c90b2a076cd7c3ed560d88e30129606c2380d61ff5d7300c0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2205c.txt,copied-from-repo-official-cache,41869,55068c66dbe64b7982eede23673e7c8d210c98b33b90095b7aaabeacdbcd8bb9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2206c.txt,copied-from-repo-official-cache,41947,35f2c2af1283b8d837ff72cbc1923ff30aecf8dae342c40e38921cb5b2311ed4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2207c.txt,copied-from-repo-official-cache,41636,4dec830875959cdff64b7552bee0bdbae7b266ffc2c699a761c56e2ee3e765a8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2208c.txt,copied-from-repo-official-cache,41800,31b4a5ca352053679d7b946bda2a0e8740d6e3e22250b267c68e67d917e24d7a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2209c.txt,copied-from-repo-official-cache,41526,a5d16472cefa561f9d3d8183f79de212ee5d53f63f05c714f813e1366d9877d8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2210c.txt,copied-from-repo-official-cache,41542,36ad245c217bbbc9f98b54d75bf79c81ed04038827ca7242d6d7c06d1a7b4a16,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2211c.txt,copied-from-repo-official-cache,41072,a416b0727e03d3402fdf4dc5c6e9ac61ba38ea61d460bce64b66f2a3562475fc,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2212c.txt,copied-from-repo-official-cache,40696,55526a692c3f217886f537f065775af638e379e0238ecd720bffaf3767c7cdd6,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2301c.txt,copied-from-repo-official-cache,40764,f5e37d971ed342202fafdcdbdcaefa6193c04a51d68512ceab202d30c0b10427,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2302c.txt,copied-from-repo-official-cache,40925,8837c4efdae28844d78c818f1ba47a4efbac5d401848ef54836fbeb5a4f21178,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2303c.txt,copied-from-repo-official-cache,41578,38a7dd58c52731c8143c12ca2f9cb0c0637e7f8bed53e5a7046beca7a8ca19f6,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2304c.txt,copied-from-repo-official-cache,41415,7ce85cd8cd1bff49df1692f17876eff10fd7757b9554630bf68c8355448003db,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2305c.txt,copied-from-repo-official-cache,41755,d101c23062bb0b3d71bbde3fbca6fa234057a55bdafebbddd2e88a7a69adde4b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2306c.txt,copied-from-repo-official-cache,41698,1d55549e3f77c2f6116a0392cfc129e511a6adcdfa33267e9d4390cd7f916dca,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2307c.txt,copied-from-repo-official-cache,41430,7bbfc8ecc5a6d3d71418183ddb732db268601198628e19f168b1ad1b6e50d2ab,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2308c.txt,copied-from-repo-official-cache,41854,f1a7f19edebdf4b7acc60fc612779bd37cc21fdab894cc2a99043f45ccdecfb9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2309c.txt,copied-from-repo-official-cache,41446,415cee703f81e0abe12880eb71ff5f78a02bd11389055d316d603e283f066146,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2310c.txt,copied-from-repo-official-cache,41583,ffc37fe67857fb8bac735a56295c99c0451b74b05ecea32c61bbb7ca3a214fd3,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2311c.txt,copied-from-repo-official-cache,41122,8e01b81d24d4a3a29ba5fc2ae9a0bbb63ac8c6f317ed2d564693fd851ab5aa6e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma2312c.txt,copied-from-repo-official-cache,40946,93a5699612b36b821b28c173e4a84823ea7a1f614212f46cfe669b6c0fd101ec,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8801c.txt,copied-from-repo-official-cache,41516,31d710b590a30dc71aced03216f5629e78e67d935414c9acc30093ecb94da958,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8802c.txt,copied-from-repo-official-cache,42317,0761be4bff37ec27b8c65252da08a069350b21cdb60a2548c4ba1cab67a7d1aa,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8803c.txt,copied-from-repo-official-cache,43141,d5211b1a5c06f942c6c94c497ddc1ed87d687083e80e922c73ac85391fe23aff,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8804c.txt,copied-from-repo-official-cache,43484,def277d40bb69fc5f969d731f37ce1471421d4c3049cf9060e0f0a80d7953c07,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8805c.txt,copied-from-repo-official-cache,43227,74c3ce0d43d547d51b418d127145cbe4fd764e11798eab325805f5d58fe869e2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8806c.txt,copied-from-repo-official-cache,43691,54d264297add8e15b788dd9513b87048521a56f8543c3e0b28e6372b0588ed5f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8807c.txt,copied-from-repo-official-cache,43100,e520b1016a20bafc1064d518772c45e033c4f8c726a0899784dc932e7a7317d5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8808c.txt,copied-from-repo-official-cache,43257,17a0702f5c7580de02f432aac5087aded942c3b2f56358882cee0dd09817d52a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8809c.txt,copied-from-repo-official-cache,42848,e926ff1f50e5af935a64b0fc2529e934555d9dd0a456a7647f9b9bb2e91cbe36,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8810c.txt,copied-from-repo-official-cache,38695,d4e4f6397dd7d08479e08e2002aa54c59378f473039d5ad7ca7b2a094a6486f2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8811c.txt,copied-from-repo-official-cache,39308,a9e50aafb943ef1e0704b69d024119d162c9d73adf15dc4bb1a673f164014781,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8812c.txt,copied-from-repo-official-cache,39055,663fd68b9b6fed96e50c916dfc214935cd1ac71c851f59b053186c4784f58bae,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8901c.txt,copied-from-repo-official-cache,38821,31748b4e1058432e0d43b6d33b008fffbd1b83e271662f6ab39d47b4be0c26f4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8902c.txt,copied-from-repo-official-cache,38727,043ce7178102853774b8f5d41f12486b7ae23c639641a762959ceb96dd91638d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8903c.txt,copied-from-repo-official-cache,39716,6e67f0d6f4f9f6da533cdeed48d59890ceca9bdf7e298d4b93b2cc6eeb7454fa,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8904c.txt,copied-from-repo-official-cache,39810,c65eb256f385f6c3d68911cfe171a82b9f73f51b89ad6fdcaf0c39dae80a85d0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8905c.txt,copied-from-repo-official-cache,38834,a40e376b4ca5fabf0995ec402d905e1dea1fdeb75e8bc3256e4ffc0f8bc5698b,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8906c.txt,copied-from-repo-official-cache,38899,cfe02fd33a989b36dddc744ee2b90d8f62e4bddbbd08815385dff68a194a5821,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8907c.txt,copied-from-repo-official-cache,38404,7300f5b251698b87fc9cfa91f67cc3450ed6a6f665fb16aa62d7ed55244ffa03,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma8908c.txt,copied-from-repo-official-cache,38895,7d650331ad0e7e1ca3baccc10bb223e67a7bf826c70fd5484c26dd0ff8d19dbb,not seasonally adjusted,
